,Comment,Speaker,Tag,word_count,negative,neutral,positive,compound
113,DrÆAndersonstalkwasquiteinformativeandIlearnedavarietyofnewthingsabout medicalresearchstudyingbabiesandtheircryingÆForoneIlearnedthatthecryofaninfant withcriduchatcanbeusedtodiagnosethediseaseÆThisdiseaseisachromosomedeletion andresultsinacrythatsoundslikethatofacatasthenamesuggestsÆIalsolearnedabout theChatterbabyappwhichIdidnotknowaboutbeforeÆIfounditparticularlyinterestingthatthe appisabletoproduceapredictionoftheissuefromlisteningtoandanalyzingthecryusingonly thefrequenciesofthecryandwasparticularlysurprisedbythecleardistinctionsincriesÆ FinallyIlearnedthatbabiesthatexperiencepainearlyonarehypersensitivetopaininthe futureÆThisisquitefascinatingtomeasIhavealwayswonderedwhatdeterminesan individualspaintoleranceandDrÆAndersonclearlyexplainedamajorfactorinthis determination,Anderson,1,11,0,1,0,0
114,Something that Dr Andersons talk made clear to me about the field of statistical consulting is the importance of clarification with the client It was really easy for us to get lost in the details since the client while presenting their ideaproduct may not be cognizant of the information we need and dont need for our analysis Getting clarity on the outcome and predictor variables allows us to narrow our focus on the dataset which may contain variables extraneous to our analysis Another thing that was interesting is the application of statistical knowledge to healthcare which is something Im interested in working for the future Her presentation made it clear to me how interdisciplinary the field of statistics is and how I can combine my statistical skills with my passion for public health in the workplace,Anderson,1,136,0,0.822,0.178,0.3818
115,Dr Ariana Anderson from David Geffen School of Medicine through Skype It was an inspiring and educational lecture that Dr Anderson introduced us about a lot of datadriven applications in medical areas The first interesting knowledge I got from Dr Anderson was the importance of the way of thinking I was surprised at the result of her study on baby crying I never thought about the fusion of physics knowledge on sound and statistical data analysis Her success in finding out the correlation between the sound volume of baby crying and babies mood is clearly a good example of thinking out of the box I believe there are a lot of opportunities in the real world that we can use our statistical knowledge of different industries With the proper use of the correct analyzing method there should be a lot of chances to bring revolutions to those areas The second inspiring thing Dr Anderson shared was her general passion and confidence in statistics of medical school I was not familiar with the application of statistics in medical areas Ariana presented her study passionately and confidently and made me really think about the lack of knowledge of myself toward this area I think it might be helpful for me before when I make a decision for my career choice to really explore different industries and find out where my destination really should be,Anderson,1,232,0,1,0,0
116,I have learned some interesting facts including that from a childs crying we can extrapolate information about the mothers health Also the childs emotional state can also be determined from the babys cry I have also learned how difficult it is to collect data and do research and what obstacles are involved,Anderson,0,52,0,0.787,0.213,0.4019
117,I am really impressed by Dr Andersons research We can see how statistics can be applied to our lives and make them easier The innovation is surprising because it solves the problem that many moms might be disturbed at and also it is the thing that people seldom consider This experience inspires and allows me to know that we are able to improve the world via our knowledge,Anderson,0,68,0,0.764,0.236,0.5256
118,Babies cry differently with different vocal patterns when they are in pain hungry or just irritated It is possible for babies to have stroke Stroke affects speech abilities Dr Anderson has created a free app that can help mothers around the world identify why their babies are crying There is also a survey being distributed and she has the question of whether diabetes developed during pregnancy has an effect on baby health,Anderson,0,72,0.22,0.78,0,-0.4767
119,In the speech I learned about the program called chatterbaby It gives people the idea why babies are crying In the program it collected a large number of data Statistical ways are also applied which show us how helpful and how effective statistics are It is related to so many aspects of our daily life and can come up with a helpful method,Anderson,0,63,0,1,0,0
120,Collect data for the statistics experiment is sort of difficult and we should pay enough effort for that Statistics is not all about financial and biomedical and it appears in many aspects of our life The statistics can be very interesting and applicable We can conduct research on a simple phenomenon and find the hidden relationship Statistics is not a subject that you can spend all time in class and we should have a board perspective on statistics,Anderson,0,78,0,1,0,0
121,With so much of the data in this class for the project coming from the medical field it was really interesting to see an application of stats applied to something related to the medical field It is nice to learn about the diverse ways statistics can be used in the world It was also just fascinating to hear about the app Dr Anderson developed Chatterbaby sounds like something out of a movie or out of the future I also had absolutely no idea that certain cry patterns could indicate a higher potential for autism,Anderson,0,94,0,1,0,0
122,There were 2 main things I learned from Dr Andersons talk Medical research is heavily dependent on accurate selfreporting Dr Anderson mentioned that in the development of the ChatterBaby app the babies cries were rated as fussy hungry or painrelated by a panel of mothers including the actual mother If the panel could not reach a consensus that particular cry would go unclassified hence if the actual mothers misclassified their own babies cries and disagreed with the other members of the panel then that would result in a loss of valuable data This phenomenon is seen also in countless patients who dont want to believe that they are sick or in need of medical attention and who subsequently fail to report possibly critical symptomsStandard statistical procedures are still invaluable in research today At times it has been easy for me to wonder why everyone hasnt switched to more powerful machine learning methods yet since they are largely nonparametric and seemed to have attained excellent predictive results However I was reminded by Dr Anderson that researchers dont just want to know predictionsthey want to understand what factors are actually important and for that even the very traditional regression approaches can be especially insightful For instance when she referenced the data about gestational diabetes it would be much more difficult to interpret the relationship between predictors and the outcome with a machine learning model than with a simple logistic regression model only the latter has directly interpretable coefficients in the form of odds ratios,Anderson,1,252,0,1,0,0
123,I thought Dr Andersons work was a very interesting application of statistics Were always told about the importance of statistics in the medical field but Dr Anderson made it a much more tangible thing by explaining how she used her statistics trainingbackground in a medical settingDr Andersons proposed project consisted of finding factors that caused gestational diabetes and seeing if substance use during pregnancy mapped to changes in behavior Both of these research areas seem very niche and potentially interesting She also seemed rather passionate about her project which to me emphasized the importance of finding an application of statistics that is important to me,Anderson,1,105,0,1,0,0
124,In Dr Andersons talk about ChatterBaby Infant Cry Translator I learned that a babys cry will differ depending on the reason the baby is crying such as the difference between pain being fussy and being hungry It was interesting to learn about Cri du Chat syndrome as babies with this syndrome can have a distinctive cry that sounds like a kittens cry I also learned that babies with colic can actually be in pain or grow up to be more likely to have issues such as migraines and food allergies I find that ChatterBaby is an extremely interesting and useful tool that mothers can use to better care for their babies Dr Anderson also made a good point about while most other research studies can only sample from within a certain radius from the lab since ChatterBaby collects data from its users it is able to have a wealth of varied data to work with,Anderson,1,155,0,1,0,0
125,Dr Anderson talked about using machine learning to analyze the frequency and tone of baby crying to identify if the baby is fussy hungry or in pain Dr Anderson also talked about she was interested in if a mothers mental health diabetes hemophilia social status would affect the baby Dr Anderson is also a mother of four and so I guessed she came up this idea to solve the problem when a mother does not understand why the baby is crying I learned that entrepreneurial idea could come from daily life but the action is important,Anderson,1,96,0,1,0,0
126,From Dr Andersons lecture today we obtained a good understanding of the project that we will be working on during the second half of the course Dr Anderson stated the statistical problems that we should focus on 1 to classify if the person has stationary diabetes binary outcome and 2 to create a numeric outcome variable representing the risk of having altruism based on certain factors We also obtained the background information of this project as well as the process of collecting the dataset From these background information I had a better knowledge of how valuable the project we will be doing as well as where does each of the predictor variables come from and how do they relate to the outcome variable that we will concentrate on predicting This process of introducing the topic of the project via livestream reminded me of the event UCLA DataFest where the dataset and the prompt are revealed by the people who collected the data and introduced by who are experts in the related fields Another thing that I found important is to grasp the statistical questions that we need to solve Without correctly understanding what the problems are we cannot solve the problem in the appropriate way and truly help the clients,Anderson,1,210,0,1,0,0
127,It is interesting how Dr Anderson got the idea of conducting research on baby cries and how she uses the data to create an algorithm that can interpret baby cries I used to think baby cries were similar and it never appears to me that we can actually understand the meaning of them by simply recording them into an app It is also new to me that babies with certain diseases make different cries than others and Chatterbaby can be very helpful in discovering these potential diseases in time The Chatterbaby algorithm is able to analyze the baby cries and compare them with its database and it is also fascinating that how the app is improving itself while providing services to its users The baby cries that parents record using this app are not only examined but also documented for future use Dr Anderson and her team are able to use these data to perfect the algorithm or conduct further research,Anderson,1,161,0,0.828,0.172,0.4019
128,One of the projects Dr Andersons talked about in class was her research on the classification of baby cries Dr Andersons group developed an algorithm that would classify the baby cries into different categories From her slide it is easy to see that the sound pattern of the cry induced by different reasons is drastically different Thus machine learning programs could grasp these differences in sound patterns and make accurate predictions of what babies actually mean I am really interested in Dr Andersons project on classification of baby cries The sound could be regarded as form of sequential data In fact sound files in a computer system can be regarded as a list of values arranged according to their timestamp I dont know what kinds of model Dr Andersons group is using to develop the app that classifies baby cries and it is likely that they had already been using the optimal solution However I think a timeseries model would be a good choice for doing classifications like baby cries,Anderson,1,170,0,1,0,0
129,In dr andersons talk we learned about a research project that hshe has been working on that is to perform algorithm analysis on babys crying to detect different kind of crying There were several questions about the sample of her study and the way of collecting the sample from students and professors Through those interactions I realized that it is very important to include the sample information when delivering a project as the sample is one of the most essential elements of a research Therefore in the future when I do my own presentation I would include that information as part of the background knowledge to make sure my audience get the whole picture,Anderson,1,114,0,1,0,0
130,It is important to keep passionate for your study or your research It takes a long time for a research to start from scratch to a point where everything is on the right track and insights are found so researchers should be patient and remain rigorous Statistical analysis plays a critical role in scientific research since all data collected from survey or report requires detailed analysis so that conclusions or insights can be made,Anderson,0,74,0,0.698,0.302,0.6369
131,Firstly I learned that binary classification is an important concept to learn since its plays an important role in her project Secondly I learned that we need to take careful observation of our lives just like how she observed different infant cries can have different meanings Thirdly I learned to think about need of disadvantaged people As a mother Dr Anderson thinks about needs of deaf parents and developed ChatterBaby for them to make their lives easier which is what I should learn,Anderson,1,83,0,1,0,0
132,She talks about the project she is working on which is quite interesting Lot of data are sampled from families all over the world Through these data they were able to train a model that is able to recognize whether the baby is in pain or just gets hungry etc I think this app is very useful for mothers It allows them to take better care of their children We can see that she has a rich background knowledge towards the project I think it is very important to know your data Therefore we should always learn more about the subject related to your project,Anderson,1,105,0,1,0,0
133,New parents are always stressful when baby cry so it is useful to have an app which can translate babys cry Moreover it is useful for hearing loss parents With this large data of infant cries Dr Anderson is able to distinguish the cries of babies who have stroke analyze how stroke affect speech and identify cries between normal children and children who develop autism This is a very unique point to look at babys healthy and with larger database we can know more about what babys cry indicate,Anderson,1,89,0.216,0.784,0,-0.5106
134,We had a perfect guest speaking last week Through the speaking We learned concepts and useful things We can get some important information about kids mothers health statues such as smoking behavior,Anderson,0,32,0,0.764,0.236,0.5719
135,From the speech of DrAnderson gave us I learned a lot about both professional career knowledge and soft skills For example her presentation is professional with lots of statistics materials provided during her speech She did provide a lot of graphs produced by R STUDIO to support her ideas and thinking Moreover her research field is interesting She provided that she used statistics method and skills to connected babys crying and statistics data I can tell that all the audience attracted by her interesting topics She brought me to another fantasy field Also she used lots of professional statistics terminology during her presentation such as pvalues r square etc For soft skill part she also did very good She always try to connect with students and answer the questions from the audience Moreover she always smiles and speak slowly to make sure that everyone enjoy this presentation,Anderson,1,147,0,1,0,0
136,Dr Anderson talked about her recent researchChatterbaby which is a database that collects babys sounds in different status and compare ones baby to the algorithm to predict why the baby is crying The algorithm use machine learning to determine which acoustic is feature of the status I think this research is useful because babies cannot express themselves by language crying is their special language that can connect parents and babies,Anderson,1,70,0,1,0,0
137,Dr Andersons project is very inspiring for me I think it is a very interesting idea to initiate a project based on personal experiences Moreover I learnt that as statistical consultants we should define our terms clearly during presentations,Anderson,0,39,0,0.808,0.192,0.4754
138,Dr Andersons work on the chatter baby project inspired me a lot It gave me a clue about what data analyst can do Instead of only in banking or other things data analysis can be used in almost every aspect in everyday life 2 Visualization is quite important in data analysis to present to the customers,Anderson,0,56,0,1,0,0
139,From Dr Andersons talk on Wednesday I had a chance to learn a very amazing application called ChatterBaby which effectively predicts whether and why a baby is crying and the accuracy is about 90 The user only needs to fill out some personal information and their babys information in order to get started When their baby is crying users just need to use this application to record their babys cry for five seconds and the application would analyzes it automatically then predicts the reasons that why baby is crying whether the baby is fussy hungry pain or other reasons There are two groups in our class will be assigned to work on a project related to this amazing application and there are two questions that Dr Anderson want these two groups to answer The first question is that what factors are related to gestational diabetes where gestational diabetes is a categorical variable with two levels And the second question is that what substances such as alcohol pregnant women use during pregnancy would affect their behavior where the outcome is the risk score for autism which is a numerical variable Since I am not really familiar with anything related to medicine I feel like its not a good project for me but I am looking forward to seeing how these two groups will deal with this interesting project,Anderson,1,227,0,1,0,0
140,In the talk by Dr Anderson on her development of Chatterbaby that uses both her statistical knowledge and experience as a mother to develop the application An important takeaway from the talk is the ability by Dr Anderson to be keen enough to notice the similarities and discrepancies in the crying patterns of her four children It is based on this knowledge that the developer created an algorithm that matches the recorded cry of the baby and deciphers the needs of the baby to fit a certain prediction In the application the cry signatures are stored in form of acoustic features in the database According to use of these acoustic features used the algorithm is well able to help parents in understanding their babies in ages where talking is not an option For example the smart application can show when a bay is in pain or hungry like the irritability caused by pain in a colic cry pattern Dr Anderson does not stop at only identification of the reason behind the cry she goes on to try and elaborate how the reasons behind the cry can be sorted out That is a passive pain management device can track and monitor infant pain overtime Some of the pain management patterns that are observed include medication and feeding According to the speaker this application is vital in ensuring that previous errors in pain management are not repeated With the application gaining traction in the media the development of the application has been further enabled through collection of more baby cries Dr Anderson believes that with licensing and partnership with other related partners that are involved in production of baby products the Infant Cry Translator can be more successful,Anderson,1,286,0,1,0,0
141,It was so nice to have Dr Anderson as our guest speaker talking about her project and her dataset This is the first time I heard about how a data was collected and the purpose of the dataset For most of my statistical projects I only got codebooks for the dataset so I dont really know how and why the dataset is collected Dr Andersons research is about babies crying Through recording babies crying and based on the data it is helpful to get a sense of why a baby cry One of the reasons why a baby cries could be stroke Therefore the research is helpful to know what is going on with a baby when heshe cries and save hisher life,Anderson,1,123,0,0.806,0.194,0.5598
142,Dr Anderson talked about how babys crying can tell the healthy condition of a baby Babies with stroke would cry without stops for a bit of time and then back to normal I was very surprised how statistical methods can be used in diagnosis,Anderson,0,44,0.193,0.807,0,-0.4767
143,Dr Andersons talk is very informative She introduces us to her project of using machine learning models to distinguish the reason for babies crying I think it is very good that when she setting up the experiments she let three people who are very familiar with taking care of babies to distinguish the purpose of babies cry My concern is whether three people is enough and whether their diagnoses are reliable Since this decision could be very subjective is there any way to improve the accuracy of the identification,Anderson,1,89,0,0.741,0.259,0.6369
144,Dr Andersons talk provided me a lot of information to how smoking moms influence their childrens behavior and health I would like to lean more and explore more about this topic in the future This speak enriched my understanding in the field and inspired me a lot,Anderson,0,47,0,1,0,0
145,"For Dr Kricorians talk I learns about her experiences at Disney and consulting in general 3
 key tips I learned was to not immediately jump onto the solution consider the opposite and
 having patience is key Overall I thought that talk was really useful in seeing what a person in
 industry is currently doing",Kricorian,1,54,0,1,0,0
146,"I have learned a lot from the advice Dr Kricorian gave on statistical consulting Below are three points that resonated with me Be patient You Cant Produce a Baby in One Month by Getting Nine Women Pregnant This principle is so true but also easy to forget People come from different backgrounds and everyone needs time to learn when they encounter things the first time We need to observe the natural learning and product cycle and be patient towards the end goal Be open minded When we believe in an idea we should also think about the opposite Playing the devils advocate is a good practice to help use see things from a different perspective and may also deepen our understanding about a problem Also when you feel you are the most intelligent person in the room then you should change your room The time when you feel you dont know things is when you grow the most Build relationships Its not what you know Its who you know Treat every meeting as an interview because you will never know where other people will end up Soft skills are important Technical skills get you into the room while soft skills get you the seat 
 
 
 Dr Kricorians talk was very insightful What stood out for me was to put yourself in a position to not only find success but happiness and how these things are a function of the work you put in Helping others being in a room where you can learn from others and climbing your way up to where you want to be but also understanding that things change and you might not want to be there forever and that thats okay",Kricorian,1,287,0,1,0,0
147,"From her speech I learnt that in order to be a good manager we have to not only cultivate many skills in different field but also learn how to be a leader or a team member 
 In our future it is probably that I will have someone that I dont like in my team 
 To be professional I need to learn how to work with himher in order to finish my job perfectly
 
 During stats 141 lecture I enjoyed DrKiocians speech because she gave me clear ideas about what kind of duties and responsibilities a statistical analyst have to the customer One thing I still remember from her speech is how to make a better question based on customers needs Sometimes the customers doesnt even know what question they should ask based on data from the market As a statistical analyst we should be very patient to first listen customers questions and then use statistics to help them make better questions for specific business decisions or strategies I think this is quite important and interesting things to do in the position of analyzing market situations",Kricorian,1,188,0,1,0,0
148,"Dr Kricorian had some very insightful things to say about working in the industry that resonated
 with me It was interesting to learn that it is not expected of me to not know all of the skills
 asked for in a projectjob It has been daunting to apply to jobs especially when their required
 skills cover abilities that I have not been introduced to yet When she was asked to perform
 some park forecasts for Disney although she did not have the skills yet her curiosity and
 attitude did not prevent her from learning the techniques needed for attendance forecasting
 Another interesting topic was mentioned by Professor Esfandiari about anxiety As someone
 that has been anxious for a majority of life I have also learned to accept how anxiety is not
 always a negative aspect of my personality and life Anxiety can also help procure progress
 and make sure that I do not lose track of my goals or tasks at hand Esfandiari and Kricorians
 conversation has helped me gain more perspective and insight towards the anxieties that I have
 dealt with
 
 Lastly I agree with what Dr Kricorian said about not rushing to give an answer and instead wait
 for the complete question or to help find the question when consulting I often get too ahead of
 myself when approaching tasks and need to spend more time thinking and formulating the
 actual problem to solve Not only does the use of inquisitive questions better define the answer
 but also improves ones own social skillsemotional intelligence By sitting with the client and
 listening before responding shows a great level of maturity and allows the client to feel heard
 rather than being some task that needs to be completed",Kricorian,1,289,0,1,0,0
149,"My biggest takeaway from Dr Kricorians talk is that learning should always be the
 focal point of our lives She said If you feel like youre the smartest person in the room
 then you need to find a different room I thought this statement was really interesting
 because most people strive to be the best in what they do but being the best may stunt
 your growth as a learner I suppose that the most important thing is your perspective and
 willingness to grow as a person Instead of striving to reach an end goal its important to
 look at the immediate steps ahead of you and think about how you can grow more each
 step of the way She also talked about how growth involves putting oneself in
 uncomfortable and challenging situations Although it might be tempting to choose a job
 with the least amount of work or the highest pay you should find a job that is interesting
 and challenging As a graduating senior these are the things Ill keep my mind as I continue
 my job search",Kricorian,1,180,0,1,0,0
150,"I learned that it is important to stay nimble by being open to working on things you have no experience with It is also important that you are easy to work with in order to keep your job As a statistician you may need to spend more time focusing and fixing the question than answering it You also need to be patient open your mind know your biases and do not jump to the solution Sometimes the problem needs more time to unfold itself and this is ok
 
 learned the importance of first understanding a clients question
 before working to find the answer This concept was reiterated in the ethical readings for this
 class The idea of thinking of every person you meet as a potential job interview also stood out to me You never know where the people you work with will end up and when you may cross paths with them in the future Finally I enjoyed hearing Dr Kricorian talk about how you can always move to a new position and continue to grow and be challenged",Kricorian,1,181,0,0.878,0.122,0.2023
151,The guest speakers talk was very inspirational and eyeopening Some of my key takeaways are asking the right question is more important than giving the right answer be away of the underlying assumption never be satisfied with the status quo and we should push ourselves to jump out of the comfort zone I actually resonate with her on we should always treat people surround us well because I was lucky enough to get reference for interviews I admire her braveness to join the industry after completing a PhD degree I really admire her professional achievement doing a job her love and making an impact to the society I wish I could be like her one day drive insights from data and make important decisions in a company,Kricorian,1,127,0,1,0,0
152,"Think problem on the opposite side
 Its ok to change the path what we want to do in our lives its not too late
 Good communications",Kricorian,0,26,0.16,0.71,0.13,-0.128
153,It was a really nice and encouraging speech on Monday I agree with a lot of her advises especially when she talked about the learning and how important it is to get along with the coworkers I always feel the need to be constantly learning new things related to work so that I can be more prepared and be able to adapt quickly if theres news things coming up Also I learned how to get alone with my coworkers and still keep it professional during my summer internship She was definitely right about this part because it makes the working environment comfortable and coworkers will try to help you when you need help if you get along with them,Kricorian,1,119,0,0.619,0.381,0.7755
154,"You cant produce a baby in one month by getting nine women pregnant  Warren Buffet
 Ans This quote taught me about the importance of being patient It is a good metaphor for explaining why throwing additional resources at a project doesnt always mean you get things done any quicker It reminds me of an old accounting principle about having too many chefs in a kitchen If the kitchen gets too crowded productivity declines so its important to maintain a level of patience and allow the craft of time move things along 
 
 If I had an hour to solve a problem and my life depended on the solution I would spend the first 55 minutes determining the proper question to ask for once I know the proper question I could solve the problem in less than five minutes  Albert Einstein 
 Ans This quote taught me that developing good strategy doesnt require a complicated process rather its important to approach a situationtask by taking the time to ensure that you are addressing the root of the correct problem Then you can reach your solution 
 
 Its okay to pivot in your career 
 
 Ans Its always challenging to consider a huge change in your life and there may be many reasons why changing careers may seem impossible If you have worked for a number of years you may feel that youve invested too much time and effort into your career to change midstream However the more youve worked the more likely you are to have skills that can transfer into a new career Just like Dr Kricorian shared about her story she had felt it was time for her to make a shift in her career because it was no longer a dream for her",Kricorian,1,300,0,1,0,0
155,"The main take away from this weeks talk is that in professional lives the interpersonal skills are also very important Although technical skills are the ticket to earn job offers as the career goes further the way to communicate and collaborate with people becomes also very important To get along with people can be essential in living a successful professional life
 
 I learned that sometimes when taking a stance you should try to consider the opposite to get a holistic view of the problems This allows you the consider more options
 
 I also learned that you should not limit yourself with boundaries If you do that you will be stuck But if you remove the boundaries you are limitless
 
 Finally I learned that you shouldnt jump to conclusions You should always try to work out problems to their fullest extent Like the quote she mentioned you can answer a problem by spending 95 of the time asking more questions and 5 of the time actually answering it",Kricorian,1,170,0,1,0,0
156,"Ive learnt several things from Dr Kricorians talk The most memorable one is to
 question your assumptions Others tips like dont jump into conclusions and dont
 follow the pace of your client to keep a clear head were also very helpful
 
 I learned to always keep an open mind and know that its never too late to try something new even if Im so close to the finish line for something Im not passionate about
 To not be afraid to try something new even if I have no idea what its even about
 Regardless of how little of a job I contribute to to keep in mind that my part matters
 Sometimes we need to dedicate more time figuring out the right question rather than the answer",Kricorian,1,128,0,1,0,0
157,"A person who gets along with coworkers and is a team player is more likely to stay on be employed than a person who might be smarter but does not create good team cohesiveness 
 It is really important to take on any task you are given even though it might be outside of your comfort zone or even if you are not 100 sure how to do it This is a great way to grow and learn because you will be forced to adapt and study master a new topic 
 Do not forget to lose sight of what is making you happy Keep on dong the things that make you satisfied with your work and know when it is time to move onto another project challenge 
 Overall I really enjoyed Dr Kricorians talk and I found the information refreshing and very valuable and I was able to connect with the topics she spoke about so I will be able to remember them in the future
 
 I learned that people tend to have biases in decision making Therefore when we brainstorm about solutions to the problems it helps to have rational views and not trust our intuitions too much As statistical consultants we are responsible for giving objective recommendation and abide by best practices and ethical standards which requires us to always think twice when giving professional advice
 I learned that in statistical consulting it is very important to examine the assumptions that we have on a current question before we start to think about the solution of a problem The possible falseness of the assumption can change the possible solutions dramatically I also learned that when helping clients it is very important to think from their perspectives and identify their true problems that they want to handle in order to come up with solutions that address their concerns Finally I learned that sometimes it might be tempting to use advanced techniques and methods such as machine learning to solve a problem but sometimes the question only needs to be answered with simple statistical methods",Kricorian,1,348,0,1,0,0
158,First one is team work which exploits the speciality of everyone and fulfill the tough task as a group and nobody should fight on their own without others help Moreover the second thing is working style We are supposed to spend more time on understanding the questions than solving it Lastly be brave to try different careers and choose the one we really like Since we cannot be prepared to everything or always sure about our interests getting things started first and then check if it fits our situation is usually a good way for us,Kricorian,1,96,0.156,0.844,0,-0.34
159,"I learned several things about doing analyses for
 people in the real world One such thing that I learned is that sometimes the simple
 answer is better than the complicated one and that the complicated one can actually be
 detrimental Do not try to fit the problem at hand to your toolbox if there is a simpler
 approach that you may not have had much practice applying in class that is okay
 Really try to understand the problem at hand and see if the client knows what they are
 asking for Oftentimes they dont and you need to extract this out of them Also be open
 minded when approaching a problem Always question the underlying assumptions
 even your own and examine it from multiple angles It is good to play devils advocate
 and try to disprove your own solution This may help in discovering a new angle you
 might have not previously seen",Kricorian,1,153,0,1,0,0
160,"Came up with a valuable question is more critical to solve a question 
 Soft skills such as ability of communicating collaboration are the ability to keep someone important at a position 
 Try something you never did before which might play an important rule in the future life",Kricorian,1,49,0,0.795,0.205,0.4767
161,what I remembered most is her joke about fish and water Sometimes when people are busy focusing on one thing they forget the bigger picture Also I find myself like the young employees who would want to apply fancy techniques to every problem they encounter Often times the best solution might not be the fanciest one so I need to focus on what the problem really is rather than thinking about which tool to use Being openminded about opportunities is another thing that I learned You can hardly know what you would like to do before trying more things out,Kricorian,1,100,0,0.841,0.159,0.3535
162,I was especially impressed by Karens advice of being confident Karen shared her experience that she did not hesitate to say yes when her boss asked her if she can do the population forecasting of Disneyland which is a task that had never been done before As Karen said we should be brave enough to accept the challenge and learn new things It would be better if we at least give it a try,Kricorian,1,74,0,0.764,0.236,0.5256
163,"During our exploration of some findings it is also important to be patient As Karen mentioned we could never lose our patience because it takes time to see any progress This reminded me of my stats team project last quarter We were asked to predict the outcomes of basketball games given some forecasted game data such as the three points and free throws made or attempted by teams We tried to train our model using several methods but still could not get a satisfying result We made few progress and even wanted to give up Then the professor suggested we not overlook and examine any potential improvement Finally our team figured out an optimal model 
 Last but not least Karen suggested us to calm down when doing statistical consulting We will need to process and extract a lot of information to understand clients needs Only if we calm down can we try our best to listen to clients and figure out solutions that could help them",Kricorian,1,167,0,0.872,0.128,0.2263
164,what I remembered most is her joke about fish and water Sometimes when people are busy focusing on one thing they forget the bigger picture Also I find myself like the young employees who would want to apply fancy techniques to every problem they encounter Often times the best solution might not be the fanciest one so I need to focus on what the problem really is rather than thinking about which tool to use Being openminded about opportunities is another thing that I learned You can hardly know what you would like to do before trying more things out,Kricorian,1,100,0,0.841,0.159,0.3535
165,"I was especially impressed by Karens advice of being confident Karen shared her experience that she did not hesitate to say yes when her boss asked her if she can do the population forecasting of Disneyland which is a task that had never been done before As Karen said we should be brave enough to accept the challenge and learn new things It would be better if we at least give it a try 
 During our exploration of some findings it is also important to be patient As Karen mentioned we could never lose our patience because it takes time to see any progress This reminded me of my stats team project last quarter We were asked to predict the outcomes of basketball games given some forecasted game data such as the three points and free throws made or attempted by teams We tried to train our model using several methods but still could not get a satisfying result We made few progress and even wanted to give up Then the professor suggested we not overlook and examine any potential improvement Finally our team figured out an optimal model 
 Last but not least Karen suggested us to calm down when doing statistical consulting We will need to process and extract a lot of information to understand clients needs Only if we calm down can we try our best to listen to clients and figure out solutions that could help them",Kricorian,1,242,0,0.764,0.236,0.5256
166,"I learned a lot from todays speaker and the three things that she talked about that were most inspiring for me were about opening our mind learning and listening to the question before answering and trying to do things that are beneficial to surrounding without asking for immediate payback
 
 I have always been wondering how I can be a more openminded person I thought this is something that people are born with and there is not really an easy way that you can make someone or yourself to be more openminded because it is hard to change ones personality or decision I always thought I probably need a life change event so that I can change the way I think of the world completely But after todays speech I realized that I have been thinking about this question way too complicated than it should be Being an openminded person actually starts from tiny things like trying out some new food or pick another route to go home These small things can change ones mind gradually
 
 The second thing I learned from the speech is that we always want to answer the questions we meet immediately by fitting it to our toolbox because we are trained to do so However when getting into reallife situations problems can be complicated and there is no way that we always see a problem that we have solved before and know how to solve them right the way Therefore listen to the question carefully and understand them completely before starting solving them would be the most effective way of solving problems
 
 The last thing I learned is to try to benefit the surrounding without asking for immediate payback I feel like I have been overthinking about what I can get from doing one thing but not enough for what effect I can make about the surrounding It is actually crucial and satisfying to get to create something beneficial to the world and sometimes you do get more opportunities by helping out and doing good things",Kricorian,1,343,0,1,0,0
167,I learn that always keep an open mind with your data and projects because map is not territory Dont go crazy on machine learning just because you know it does mean it will always help Always check if y our assumptions are correct before starting your work,Kricorian,0,47,0,1,0,0
168,"We should always open our mind and think about our opposite 
 You can choose to leave the team if you find that you are the smartest people in the room 
 The question is more important than the answer and we should spend more time thinking about the questions we asked 
 If the question is right the answer should be easy to get 
 We should calm down and not let emotion control us",Kricorian,0,76,0,1,0,0
169,"I liked the Einstein quote that Dr Kricorian included in her talk because it helps to emphasize the
 importance of fully understanding the question at hand before attempting to come up with solutions
 In fully understanding the question you can determine if it is something that can be answered given
 the time and resources
 Dr Kricorian discussed that although we may have a lot of tools in the toolkit it is most likely
 not necessary to use all the tools or the most complex tools to solve a problem In consulting she
 emphasized it is important to remember the scope of the project in order to apply the methods that
 will come up with a solution that meets the needs of the client
  I also appreciated Dr Kricorians fishinwater analogy Relating this concept back to statistical
 consulting when using a statistical method it is important to take a step back from a problem and
 check all the assumptions of the model The most basic assumptions can sometimes be overlooked and
 it is always important to make sure the statistical methods are correct",Kricorian,1,183,0,0.811,0.189,0.4215
170,"Dont jump to the answer Sometimes understanding the question is more important than solving the problem directly
 Open our mind Just like the example of watermelon talked by DrKricorian we are supposed to try to open our mind but not be restricted by the assumptions
 In order to succeed in our career wed better be willing to try everything no matter whether it is related to your major",Kricorian,0,68,0,1,0,0
